## Site Characteristics
Country     = 'Netherlands'
Station     = 'Wageningen, Haarweg'
Description = 'Observed data from Station Haarweg in Wageningen'
Source      = 'Meteorology and Air Quality Group, Wageningen University'
Contact     = 'Peter Uithol'
Longitude = 5.67; Latitude = 51.97; Elevation = 7; AngstromA = 0.18; AngstromB = 0.55; HasSunshine = False
## Daily weather observations
DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
20080720,16416,10.5,17.7,1.38,2.4,2.7,NaN
20080721,7430,11.4,16.7,1.47,4.4,5.9,NaN
20080722,20390,12.6,21.1,1.54,2.1,0.2,NaN
20080723,11232,11.7,21,1.83,1,0,NaN
20080724,27216,10,25.9,1.49,2.7,0,NaN
20080725,22464,17.8,28,1.85,2.6,0,NaN
20080726,15638,17.1,29.6,2.272,1.6,18.8,NaN
20080727,22550,16,28.8,2.329,1.1,0.1,NaN
20080728,20131,20.2,29.9,2.618,1.5,0,NaN
20080729,14947,15.9,25.2,2.25,2,0.8,NaN
20080730,23069,14.5,27.3,1.907,2.4,0,NaN
20080731,23242,18,30.2,2.161,2.1,0,NaN
20080801,18403,15.1,24.4,1.897,3,2.7,NaN
20080802,17280,13.6,24,1.744,2.9,0.7,NaN
20080803,10541,16.6,22,2.01,3.5,3.9,NaN
20080804,21859,15.2,21.1,1.687,4.6,0.5,NaN
20080805,15811,14.6,23.2,1.85,2.5,0,NaN
20080806,21082,17,27.7,2.18,1.7,0.2,NaN
20080807,8986,15.7,23,2.211,2.4,21.3,NaN
20080808,11664,11.5,20.5,1.79,2.8,13.9,NaN
20080809,19872,10.6,21.6,1.56,3,1.4,NaN
20080810,11318,14.3,22.1,1.75,4.2,1.3,NaN
20080811,14342,13,21.2,1.67,2.8,0,NaN
20080812,13133,13.2,22.5,1.65,3.7,3.7,NaN
20080813,17194,13.2,20.2,1.56,6.5,1,NaN
20080814,16502,8,19.8,1.49,3.2,0.2,NaN
20080815,20218,7.1,21.3,1.28,1.3,0.1,NaN
20080816,20390,6,22.8,1.2,1.4,0,NaN
20080817,11146,14.1,22.7,1.54,2.4,9.6,NaN
20080818,6307,13.9,19.7,1.8,2.3,12.4,NaN
20080819,11750,14.5,21.2,1.75,3.9,2.2,NaN
20080820,7690,13.7,19.5,1.77,4,6.6,NaN
20080821,11146,13.7,20.3,1.75,3,0,NaN
20080822,6307,10.2,19,1.65,1.5,3.2,NaN
20080823,14947,9.5,19,1.45,2,2.9,NaN
20080824,12269,10.6,19.5,1.48,2.5,1,NaN
20080825,13478,14.1,21.5,1.73,3.2,0,NaN
20080826,6048,16,20,1.87,3,0,NaN
20080827,3024,15.5,17.5,1.81,2.7,0,NaN
20080828,3888,15.9,19.5,1.89,2,0,NaN
20080829,13651,12.3,23.6,1.9,1.9,0,NaN
20080830,20131,9.7,24.8,1.65,2.4,0,NaN
20080831,17712,15.6,27.4,2.01,2.5,0.1,NaN
20080901,11664,13.4,20.2,1.61,3.5,0,NaN
20080902,5789,11.5,20.6,1.63,3.9,8.6,NaN
20080903,8467,11.1,17.1,1.47,3.9,12.7,NaN
20080904,15206,12,18.8,1.35,4.5,0,NaN
20080905,6134,12.5,19.7,1.74,3.3,3.7,NaN
20080906,11146,14.8,20.3,1.61,4.2,0,NaN
20080907,5875,14.2,16.8,1.64,4.5,2.4,NaN
20080908,7603,11.6,19,1.59,3,0.1,NaN
20080909,17366,11,23.8,1.6,2.2,1.4,NaN
20080910,13046,14.9,23.2,1.87,2.1,0,NaN
20080911,15638,15.5,27,1.98,2.4,2.9,NaN
20080912,4320,14.3,21.1,1.837,2,39.9,NaN
20080913,6739,8.7,16.2,1.364,2,1.9,NaN
20080914,15206,6.7,17,1.086,2.7,0,NaN
20080915,15811,7.8,16.2,1.11,2.5,0,NaN
20080916,8467,7.5,17.1,1.21,1.5,0,NaN
20080917,7344,5.1,15.7,1.21,1.2,0,NaN
20080918,15638,3.2,16.5,0.85,1.6,0,NaN
20080919,13392,2.5,17,0.89,1.3,0,NaN
20080920,15552,2.4,17.5,0.96,1.3,0,NaN
20080921,8554,3.6,17.7,1.23,0.9,0,NaN
20080922,10541,8.2,17.4,1.2,1.4,0,NaN
20080923,3456,11.3,15,1.42,1.2,2.6,NaN
20080924,5443,8.3,16.5,1.4,2.2,0,NaN
20080925,14083,5.4,17.9,1.18,2.2,0,NaN
20080926,13651,3.4,18.4,1.03,1.5,0,NaN
20080927,13997,2.5,20.9,1,0.6,0,NaN
20080928,11059,3.1,18.4,1.18,1.1,0,NaN
20080929,6912,7.8,14.8,1.26,2.1,3.7,NaN
20080930,3629,10.4,14.1,1.36,5.1,19.5,NaN
20081001,5789,8.5,14.9,1.32,5.7,9.7,NaN
20081002,7258,6.5,12.6,1.09,4.4,7.8,NaN
20081003,8381,4.8,12.2,0.99,2.3,1.1,NaN
20081004,6998,4.5,11.3,0.93,4.1,0.2,NaN
20081005,1469,9.1,12.2,1.29,5.1,15.8,NaN
20081006,3715,9.9,14.2,1.33,1,0,NaN
20081007,5270,10.6,16.9,1.59,2.5,1.6,NaN
20081008,5962,6,16.1,1.41,1.8,2.2,NaN
20081009,9504,3,17.1,1.07,0.6,0,NaN
20081010,9936,5.5,16.3,1.15,1.5,0,NaN
20081011,10109,8.5,18.8,1.42,1.4,0,NaN
20081012,6394,10.8,16.5,1.45,1.7,0,NaN
20081013,8726,10.2,21.5,1.66,2.4,0,NaN
20081014,9072,12.6,17.5,1.51,1.9,0,NaN
20081015,2506,11.3,15.8,1.53,3.7,2.4,NaN
20081016,5184,6.6,14.1,1.16,3.4,0.8,NaN
20081017,8122,5.4,13.9,1.06,2.1,0.9,NaN
20081018,6998,4.4,13.9,1.07,2.5,0,NaN
20081019,5530,7.5,14.3,1.19,2.5,0,NaN
20081020,9418,6.8,18.2,1.25,3.7,0,NaN
20081021,4061,6.2,15.7,1.19,3.1,5.9,NaN
20081022,6048,5.4,13,1,1.7,0,NaN
20081023,8294,4.6,13.8,1.03,3,0,NaN
20081024,1642,5.4,10.7,1.1,2.8,4.7,NaN
20081025,8122,2.4,13.6,1.01,2.3,0,NaN
20081026,950,9.9,12.8,1.34,4.6,7.9,NaN
20081027,5702,2.6,12.4,1,2.1,0.2,NaN
20081028,5443,-0.7,9,0.8,1.8,0.6,NaN
20081029,6134,-2.8,9,0.675,1,0.1,NaN
20081030,3974,-2.9,6.2,0.724,1.6,0.1,NaN
20081031,3197,2.9,7.4,0.847,1.9,0,NaN
20081101,1469,5.1,8.1,0.96,3,4.5,NaN
20081102,4147,5.2,12.8,1.12,2,0,NaN
20081103,950,3.6,9.5,1.09,2.4,0,NaN
20081104,1987,3.5,9,1,1.4,0,NaN
20081105,691,7.5,10.3,1.16,2.2,0.3,NaN
20081106,3715,8.1,13.5,1.23,1.8,0,NaN
20081107,3370,4.8,12.9,1.12,2.5,0.3,NaN
20081108,6048,6,12.7,1.06,3.3,0,NaN
20081109,3802,8.4,11.2,1.08,5,4,NaN
20081110,1814,9.8,15.4,1.37,6.4,13.7,NaN
20081111,3283,6.8,11.3,1.1,4.9,16.4,NaN
20081112,4234,6.1,11.3,1.03,4,0.3,NaN
20081113,4320,4.9,11.7,0.98,1.9,0.1,NaN
20081114,605,7.4,10.7,1.14,3.8,1.3,NaN
20081115,691,9.9,11.8,1.28,3.8,1.4,NaN
20081116,1814,2.4,10.8,1,2.1,0,NaN
20081117,3110,1.5,10.3,0.78,1.4,0,NaN
20081118,691,4.8,9,0.942,2.8,1.2,NaN
20081119,2246,5.2,10.4,1.072,3.6,0,NaN
20081120,1901,6.5,11.5,1.1,5.1,6,NaN
20081121,3110,0.6,8.3,0.787,4.6,12,NaN
20081122,4147,-0.1,4.5,0.632,3.2,8.1,NaN
20081123,1642,0,1.6,0.637,3.7,3.6,NaN
20081124,2419,-2.3,2.1,0.62,2,5.8,NaN
20081125,2851,-2.4,6.5,0.67,0.9,1.1,NaN
20081126,1901,-2.9,7.1,0.8,2.3,1.2,NaN
20081127,518,4.3,6.6,0.9,4.5,0,NaN
20081128,1037,2.2,4.3,0.75,3.1,0,NaN
20081129,2506,-3.1,3.2,0.69,1.9,0.3,NaN
20081130,432,-4.1,3.6,0.65,2,7.2,NaN
20081201,2765,2.5,6.2,0.8,1.1,0.1,NaN
20081202,1469,1.4,5,0.75,2.9,3,NaN
20081203,2246,0.8,4.6,0.71,2.4,0.2,NaN
20081204,950,0.6,5.3,0.72,4,4.8,NaN
20081205,1469,3.7,6.8,0.89,2.1,0.8,NaN
20081206,2160,2.8,8.6,0.86,1.3,0.1,NaN
20081207,3629,0.4,8.2,0.77,1.3,0,NaN
20081208,2506,-0.4,3.3,0.66,1.5,0.1,NaN
20081209,518,-0.7,3.7,0.65,1.9,3.1,NaN
20081210,3629,-1.6,5.1,0.7,1.6,0.5,NaN
20081211,518,0.6,3.7,0.74,2.9,1.1,NaN
20081212,1469,-0.9,2.8,0.66,3.4,0,NaN
20081213,3024,-2.2,1,0.56,4.5,0,NaN
20081214,1987,-0.4,4.9,0.66,3.2,0,NaN
20081215,432,-0.2,4,0.73,2.3,0,NaN
20081216,1123,-1.1,2,0.63,1.5,0,NaN
20081217,518,0.5,4.3,0.71,1.7,0.4,NaN
20081218,691,0.3,7.7,0.81,2.7,0,NaN
20081219,3456,2.3,8,0.89,3.2,2.9,NaN
20081220,778,4.6,10,1.05,4.5,1.9,NaN
20081221,691,6.3,9.5,1.074,4,0.6,NaN
20081222,1987,1.7,10.6,1.012,2.9,0.4,NaN
20081223,1382,2.7,5.8,0.84,1.3,0,NaN
20081224,605,2.5,7.4,0.93,1.8,0,NaN
20081225,950,1,6,0.75,2.6,0,NaN
20081226,3715,-2.6,1.4,0.52,3.4,0,NaN
20081227,3542,-4.1,0.3,0.49,3,0,NaN
20081228,3024,-4.2,-0.1,0.49,2.9,0,NaN
20081229,3542,-5.4,0.3,0.45,2.5,0,NaN
20081230,3370,-7.7,2,0.43,1.5,0,NaN
20081231,3110,-9.4,-2.3,0.39,1.2,0,NaN
